Regiao,Estado,Municipio,Nome da Rua,Numero Rua,Bairro,Cep,Produto,Valor de Venda,Bandeira
SE,ES,LINHARES,AVENIDA SAMUEL BATISTA CRUZ,2319,COLINA,29901401,DIESEL,5.69,VIBRA
SE,ES,SERRA,AVENIDA CENTRAL B,SN,CIVIT II,29168071,GASOLINA,5.69,RAIZEN
SE,ES,SERRA,AVENIDA CENTRAL B,SN,CIVIT II,29168071,DIESEL,5.66,RAIZEN
SE,ES,SERRA,AVENIDA TALMA RODRIGUES RIBEIRO,5416 A,PORTAL DE JACARAIPE,29173795,GASOLINA,5.69,ALESAT
SE,ES,SERRA,AVENIDA TALMA RODRIGUES RIBEIRO,5416 A,PORTAL DE JACARAIPE,29173795,DIESEL,5.66,ALESAT
SE,ES,SERRA,AVENIDA TALMA RODRIGUES RIBEIRO,5416 A,PORTAL DE JACARAIPE,29173795,DIESEL S10,5.76,ALESAT
SE,ES,SERRA,AVENIDA TALMA RODRIGUES RIBEIRO,5416 A,PORTAL DE JACARAIPE,29173795,ETANOL,3.79,ALESAT
SE,ES,SERRA,VIA DOIS,226,TIMS,29161373,GASOLINA,5.29,IPIRANGA
SE,ES,SERRA,VIA DOIS,226,TIMS,29161373,GASOLINA ADITIVADA,5.39,IPIRANGA
SE,ES,SERRA,VIA DOIS,226,TIMS,29161373,DIESEL,5.89,IPIRANGA
SE,ES,SERRA,VIA DOIS,226,TIMS,29161373,DIESEL S10,5.99,IPIRANGA
SE,ES,SERRA,VIA DOIS,226,TIMS,29161373,ETANOL,3.99,IPIRANGA
SE,ES,SERRA,RODOVIA NORTE SUL,3595,CIVIT II,29168078,GNV,4.99,VIBRA
SE,ES,SERRA,RODOVIA NORTE SUL,3595,CIVIT II,29168078,GASOLINA,5.67,VIBRA
SE,ES,SERRA,RODOVIA NORTE SUL,3595,CIVIT II,29168078,GASOLINA ADITIVADA,5.77,VIBRA
SE,ES,SERRA,RODOVIA NORTE SUL,3595,CIVIT II,29168078,DIESEL,6.15,VIBRA
SE,ES,SERRA,RODOVIA NORTE SUL,3595,CIVIT II,29168078,DIESEL S10,6.35,VIBRA
SE,ES,SERRA,RODOVIA NORTE SUL,3595,CIVIT II,29168078,ETANOL,3.99,VIBRA
CO,GO,ANAPOLIS,AVENIDA J K,1945,J K NOVA CAPITAL,75114225,GASOLINA,5.39,BRANCA
CO,GO,ANAPOLIS,AVENIDA J K,1945,J K NOVA CAPITAL,75114225,DIESEL,5.89,BRANCA
CO,GO,ANAPOLIS,AVENIDA J K,1945,J K NOVA CAPITAL,75114225,ETANOL,3.39,BRANCA
CO,GO,ANAPOLIS,AVENIDA SAO FRANCISCO DE ASSIS,1555,JUNDIAI,75110810,GASOLINA,4.89,RAIZEN
CO,GO,ANAPOLIS,AVENIDA SAO FRANCISCO DE ASSIS,1555,JUNDIAI,75110810,DIESEL,5.59,RAIZEN
CO,GO,ANAPOLIS,AVENIDA SAO FRANCISCO DE ASSIS,1555,JUNDIAI,75110810,ETANOL,2.89,RAIZEN
CO,GO,ANAPOLIS,PRACA AMERICANO DO BRASIL,17,CENTRO,75024090,GASOLINA,5.39,IPIRANGA
CO,GO,ANAPOLIS,PRACA AMERICANO DO BRASIL,17,CENTRO,75024090,GASOLINA ADITIVADA,5.39,IPIRANGA
CO,GO,ANAPOLIS,PRACA AMERICANO DO BRASIL,17,CENTRO,75024090,DIESEL S10,6.19,IPIRANGA
CO,GO,ANAPOLIS,PRACA AMERICANO DO BRASIL,17,CENTRO,75024090,ETANOL,2.99,IPIRANGA
CO,GO,ANAPOLIS,AVENIDA SAO FRANCISCO DE ASSIS,470,JUNDIAI,75110810,GASOLINA,5.09,IPIRANGA
CO,GO,ANAPOLIS,AVENIDA SAO FRANCISCO DE ASSIS,470,JUNDIAI,75110810,GASOLINA ADITIVADA,5.14,IPIRANGA
CO,GO,ANAPOLIS,AVENIDA SAO FRANCISCO DE ASSIS,470,JUNDIAI,75110810,DIESEL S10,6.09,IPIRANGA
CO,GO,ANAPOLIS,AVENIDA SAO FRANCISCO DE ASSIS,470,JUNDIAI,75110810,ETANOL,3.09,IPIRANGA
CO,GO,ANAPOLIS,AVENIDA BUENO AIRES ESQUINA C ROD GO222,280,STR PARQUE DAS NACOE,75143420,GASOLINA,5.29,RAIZEN
CO,GO,ANAPOLIS,AVENIDA BUENO AIRES ESQUINA C ROD GO222,280,STR PARQUE DAS NACOE,75143420,GASOLINA ADITIVADA,5.59,RAIZEN
CO,GO,ANAPOLIS,AVENIDA BUENO AIRES ESQUINA C ROD GO222,280,STR PARQUE DAS NACOE,75143420,DIESEL,5.49,RAIZEN
CO,GO,ANAPOLIS,AVENIDA BUENO AIRES ESQUINA C ROD GO222,280,STR PARQUE DAS NACOE,75143420,DIESEL S10,5.69,RAIZEN
CO,GO,ANAPOLIS,AVENIDA BUENO AIRES ESQUINA C ROD GO222,280,STR PARQUE DAS NACOE,75143420,ETANOL,3.29,RAIZEN
CO,GO,ANAPOLIS,AVENIDA FERNANDO COSTA,828,VILA JAIARA,75064780,GASOLINA,5.29,BRANCA
CO,GO,ANAPOLIS,AVENIDA FERNANDO COSTA,828,VILA JAIARA,75064780,DIESEL,5.59,BRANCA
CO,GO,ANAPOLIS,AVENIDA FERNANDO COSTA,828,VILA JAIARA,75064780,DIESEL S10,5.69,BRANCA
CO,GO,ANAPOLIS,AVENIDA FERNANDO COSTA,828,VILA JAIARA,75064780,ETANOL,3.09,BRANCA
CO,GO,ANAPOLIS,RUA FLORIANO PEIXOTO,1256,CENTRO,75000000,GASOLINA,5.59,VIBRA
CO,GO,ANAPOLIS,RUA FLORIANO PEIXOTO,1256,CENTRO,75000000,GASOLINA ADITIVADA,5.69,VIBRA
CO,GO,ANAPOLIS,RUA FLORIANO PEIXOTO,1256,CENTRO,75000000,ETANOL,3.39,VIBRA
CO,GO,APARECIDA DE GOIANIA,AVENIDA INDEPENDENCIA C RUA GOIAS,SN,SERRA DOURADA III,74973340,GASOLINA,4.99,IPIRANGA
CO,GO,APARECIDA DE GOIANIA,AVENIDA INDEPENDENCIA C RUA GOIAS,SN,SERRA DOURADA III,74973340,DIESEL S10,5.48,IPIRANGA
CO,GO,APARECIDA DE GOIANIA,AVENIDA INDEPENDENCIA C RUA GOIAS,SN,SERRA DOURADA III,74973340,ETANOL,2.99,IPIRANGA
CO,GO,APARECIDA DE GOIANIA,AVENIDA EUCLIDES DA CUNHA,SN,CIDADE SATELITE SAO LUIZ,74920580,GASOLINA,5.09,IPIRANGA
CO,GO,APARECIDA DE GOIANIA,AVENIDA EUCLIDES DA CUNHA,SN,CIDADE SATELITE SAO LUIZ,74920580,DIESEL S10,5.79,IPIRANGA
CO,GO,APARECIDA DE GOIANIA,AVENIDA EUCLIDES DA CUNHA,SN,CIDADE SATELITE SAO LUIZ,74920580,ETANOL,3.09,IPIRANGA
CO,GO,APARECIDA DE GOIANIA,RUA MONTE CARMELO,SN,POLO EMPRESARIAL GOIAS,74983160,GASOLINA,4.99,BRANCA
CO,GO,APARECIDA DE GOIANIA,RUA MONTE CARMELO,SN,POLO EMPRESARIAL GOIAS,74983160,GASOLINA ADITIVADA,4.99,BRANCA
CO,GO,APARECIDA DE GOIANIA,RUA MONTE CARMELO,SN,POLO EMPRESARIAL GOIAS,74983160,DIESEL,5.49,BRANCA
CO,GO,APARECIDA DE GOIANIA,RUA MONTE CARMELO,SN,POLO EMPRESARIAL GOIAS,74983160,DIESEL S10,5.59,BRANCA
CO,GO,APARECIDA DE GOIANIA,RUA MONTE CARMELO,SN,POLO EMPRESARIAL GOIAS,74983160,ETANOL,2.99,BRANCA
CO,GO,APARECIDA DE GOIANIA,RUA 49,SN,INDEPENDENCIA,74967360,GASOLINA,4.85,BRANCA
CO,GO,APARECIDA DE GOIANIA,RUA 49,SN,INDEPENDENCIA,74967360,DIESEL,5.49,BRANCA
CO,GO,APARECIDA DE GOIANIA,RUA 49,SN,INDEPENDENCIA,74967360,ETANOL,2.85,BRANCA
CO,GO,APARECIDA DE GOIANIA,AVENIDA INDEPENDENCIA ESQ C RUA 3,SN,CIDADE LIVRE,74970295,GASOLINA,4.99,BRANCA
CO,GO,APARECIDA DE GOIANIA,AVENIDA INDEPENDENCIA ESQ C RUA 3,SN,CIDADE LIVRE,74970295,DIESEL S10,5.69,BRANCA
CO,GO,APARECIDA DE GOIANIA,AVENIDA INDEPENDENCIA ESQ C RUA 3,SN,CIDADE LIVRE,74970295,ETANOL,2.99,BRANCA
CO,GO,APARECIDA DE GOIANIA,AVENIDA 13 DE MAIO,SN,BAIRRO CARDOSO II ETAPA,74934050,GASOLINA,4.99,BRANCA
CO,GO,APARECIDA DE GOIANIA,AVENIDA 13 DE MAIO,SN,BAIRRO CARDOSO II ETAPA,74934050,GASOLINA ADITIVADA,4.99,BRANCA
CO,GO,APARECIDA DE GOIANIA,AVENIDA 13 DE MAIO,SN,BAIRRO CARDOSO II ETAPA,74934050,DIESEL S10,5.79,BRANCA
CO,GO,APARECIDA DE GOIANIA,AVENIDA 13 DE MAIO,SN,BAIRRO CARDOSO II ETAPA,74934050,ETANOL,2.99,BRANCA
CO,GO,APARECIDA DE GOIANIA,RUA IRMAOS MARISTAS,SN,SETOR SERRA DOURADA,74973370,GASOLINA,4.89,IPIRANGA
CO,GO,APARECIDA DE GOIANIA,RUA IRMAOS MARISTAS,SN,SETOR SERRA DOURADA,74973370,DIESEL S10,5.39,IPIRANGA
CO,GO,APARECIDA DE GOIANIA,RUA IRMAOS MARISTAS,SN,SETOR SERRA DOURADA,74973370,ETANOL,2.89,IPIRANGA
CO,GO,APARECIDA DE GOIANIA,RUA ORTIGA,SN,VILA OLIVEIRA,74980970,GASOLINA,4.99,BRANCA
CO,GO,APARECIDA DE GOIANIA,RUA ORTIGA,SN,VILA OLIVEIRA,74980970,DIESEL S10,5.79,BRANCA
CO,GO,APARECIDA DE GOIANIA,RUA ORTIGA,SN,VILA OLIVEIRA,74980970,ETANOL,2.99,BRANCA
CO,GO,APARECIDA DE GOIANIA,RODOVIA GO040,SN,SETOR GARAVELO,74930520,GASOLINA,5.19,VIBRA
CO,GO,APARECIDA DE GOIANIA,RODOVIA GO040,SN,SETOR GARAVELO,74930520,GASOLINA ADITIVADA,5.29,VIBRA
CO,GO,APARECIDA DE GOIANIA,RODOVIA GO040,SN,SETOR GARAVELO,74930520,DIESEL,6.09,VIBRA
CO,GO,APARECIDA DE GOIANIA,RODOVIA GO040,SN,SETOR GARAVELO,74930520,DIESEL S10,6.19,VIBRA
CO,GO,APARECIDA DE GOIANIA,RODOVIA BR153,SN,FAZENDA SANTO ANTONIO,74993600,GASOLINA,4.89,BRANCA
CO,GO,APARECIDA DE GOIANIA,RODOVIA BR153,SN,FAZENDA SANTO ANTONIO,74993600,DIESEL,5.2,BRANCA
CO,GO,APARECIDA DE GOIANIA,RODOVIA BR153,SN,FAZENDA SANTO ANTONIO,74993600,DIESEL S10,5.2,BRANCA
CO,GO,APARECIDA DE GOIANIA,RODOVIA BR153,SN,FAZENDA SANTO ANTONIO,74993600,ETANOL,2.84,BRANCA
CO,GO,APARECIDA DE GOIANIA,AVENIDA INDEPENDENCIA,SN,RESIDENCIAL VILLAGE GARAVELO,74968543,GASOLINA,4.89,BRANCA
CO,GO,APARECIDA DE GOIANIA,AVENIDA INDEPENDENCIA,SN,RESIDENCIAL VILLAGE GARAVELO,74968543,GASOLINA ADITIVADA,4.89,BRANCA
CO,GO,APARECIDA DE GOIANIA,AVENIDA INDEPENDENCIA,SN,RESIDENCIAL VILLAGE GARAVELO,74968543,DIESEL,5.29,BRANCA
CO,GO,APARECIDA DE GOIANIA,AVENIDA INDEPENDENCIA,SN,RESIDENCIAL VILLAGE GARAVELO,74968543,DIESEL S10,5.39,BRANCA
CO,GO,APARECIDA DE GOIANIA,AVENIDA INDEPENDENCIA,SN,RESIDENCIAL VILLAGE GARAVELO,74968543,ETANOL,2.89,BRANCA
CO,GO,APARECIDA DE GOIANIA,RUA H 152,SN,PARQUE FLORESTA,74953240,GASOLINA,4.85,BRANCA
CO,GO,APARECIDA DE GOIANIA,RUA H 152,SN,PARQUE FLORESTA,74953240,DIESEL,5.49,BRANCA
CO,GO,APARECIDA DE GOIANIA,RUA H 152,SN,PARQUE FLORESTA,74953240,ETANOL,2.85,BRANCA
CO,GO,APARECIDA DE GOIANIA,AVENIDA IGUALDADE,SN,GARAVELO,74930540,GASOLINA,4.85,BRANCA
CO,GO,APARECIDA DE GOIANIA,AVENIDA IGUALDADE,SN,GARAVELO,74930540,GASOLINA ADITIVADA,4.85,BRANCA
CO,GO,APARECIDA DE GOIANIA,AVENIDA IGUALDADE,SN,GARAVELO,74930540,ETANOL,2.85,BRANCA
CO,GO,APARECIDA DE GOIANIA,AVENIDA W 3,SN,SITIOS SANTA LUZIA,74922480,GASOLINA,4.99,ALESAT
CO,GO,APARECIDA DE GOIANIA,AVENIDA W 3,SN,SITIOS SANTA LUZIA,74922480,GASOLINA ADITIVADA,5.29,ALESAT
CO,GO,APARECIDA DE GOIANIA,AVENIDA W 3,SN,SITIOS SANTA LUZIA,74922480,DIESEL,5.79,ALESAT
CO,GO,APARECIDA DE GOIANIA,AVENIDA W 3,SN,SITIOS SANTA LUZIA,74922480,DIESEL S10,5.89,ALESAT
CO,GO,APARECIDA DE GOIANIA,AVENIDA W 3,SN,SITIOS SANTA LUZIA,74922480,ETANOL,2.99,ALESAT
CO,GO,APARECIDA DE GOIANIA,AVENIDA RIO VERDE,SN,JARDIM HELVECIA,74933570,GASOLINA,4.99,IPIRANGA
CO,GO,APARECIDA DE GOIANIA,AVENIDA RIO VERDE,SN,JARDIM HELVECIA,74933570,DIESEL,5.69,IPIRANGA
CO,GO,APARECIDA DE GOIANIA,AVENIDA RIO VERDE,SN,JARDIM HELVECIA,74933570,DIESEL S10,5.99,IPIRANGA
CO,GO,APARECIDA DE GOIANIA,AVENIDA RIO VERDE,SN,JARDIM HELVECIA,74933570,ETANOL,2.89,IPIRANGA
CO,GO,APARECIDA DE GOIANIA,AVENIDA JUSCELINO KUBITSCHEK,SN,VILA MARIA,74919420,GASOLINA,5.29,RAIZEN
CO,GO,APARECIDA DE GOIANIA,AVENIDA JUSCELINO KUBITSCHEK,SN,VILA MARIA,74919420,GASOLINA ADITIVADA,5.69,RAIZEN
CO,GO,APARECIDA DE GOIANIA,AVENIDA JUSCELINO KUBITSCHEK,SN,VILA MARIA,74919420,DIESEL,6.09,RAIZEN
CO,GO,APARECIDA DE GOIANIA,AVENIDA JUSCELINO KUBITSCHEK,SN,VILA MARIA,74919420,DIESEL S10,6.29,RAIZEN
CO,GO,APARECIDA DE GOIANIA,AVENIDA JUSCELINO KUBITSCHEK,SN,VILA MARIA,74919420,ETANOL,3.29,RAIZEN
CO,GO,APARECIDA DE GOIANIA,AVENIDA LIBERDADE,SN,ST GARAVELO,74930550,GASOLINA,4.99,CIAPETRO
CO,GO,APARECIDA DE GOIANIA,AVENIDA LIBERDADE,SN,ST GARAVELO,74930550,GASOLINA ADITIVADA,5,CIAPETRO
CO,GO,APARECIDA DE GOIANIA,AVENIDA LIBERDADE,SN,ST GARAVELO,74930550,DIESEL,5.69,CIAPETRO
CO,GO,APARECIDA DE GOIANIA,AVENIDA LIBERDADE,SN,ST GARAVELO,74930550,DIESEL S10,5.79,CIAPETRO
